,subj,unique_img,object_response,category
0,deocder_0,airplane1-bicycle2.png,knife,airplane
1,deocder_0,airplane1-chair2.png,chair,airplane
2,deocder_0,airplane1-clock1.png,knife,airplane
3,deocder_0,airplane1-elephant1.png,knife,airplane
4,deocder_0,airplane10-airplane1.png,airplane,airplane
5,deocder_0,airplane10-bear3.png,keyboard,airplane
6,deocder_0,airplane10-boat3.png,airplane,airplane
7,deocder_0,airplane10-car3.png,airplane,airplane
8,deocder_0,airplane10-cat2.png,keyboard,airplane
9,deocder_0,airplane10-dog3.png,airplane,airplane
10,deocder_0,airplane10-elephant1.png,knife,airplane
11,deocder_0,airplane10-knife3.png,airplane,airplane
12,deocder_0,airplane10-oven2.png,airplane,airplane
13,deocder_0,airplane10-truck1.png,airplane,airplane
14,deocder_0,airplane2-bear1.png,knife,airplane
15,deocder_0,airplane2-bicycle1.png,keyboard,airplane
16,deocder_0,airplane2-bird3.png,airplane,airplane
17,deocder_0,airplane2-bottle1.png,knife,airplane
18,deocder_0,airplane2-cat1.png,knife,airplane
19,deocder_0,airplane2-dog1.png,airplane,airplane
20,deocder_0,airplane3-airplane2.png,bird,airplane
21,deocder_0,airplane3-car1.png,cat,airplane
22,deocder_0,airplane3-cat1.png,airplane,airplane
23,deocder_0,airplane3-chair3.png,knife,airplane
24,deocder_0,airplane3-clock1.png,boat,airplane
25,deocder_0,airplane3-dog1.png,airplane,airplane
26,deocder_0,airplane3-elephant1.png,knife,airplane
27,deocder_0,airplane3-keyboard2.png,bicycle,airplane
28,deocder_0,airplane3-oven1.png,knife,airplane
29,deocder_0,airplane4-airplane1.png,airplane,airplane
30,deocder_0,airplane4-bear3.png,chair,airplane
31,deocder_0,airplane4-bicycle2.png,keyboard,airplane
32,deocder_0,airplane4-bird3.png,airplane,airplane
33,deocder_0,airplane4-boat3.png,airplane,airplane
34,deocder_0,airplane4-bottle1.png,keyboard,airplane
35,deocder_0,airplane4-car1.png,airplane,airplane
36,deocder_0,airplane4-cat3.png,boat,airplane
37,deocder_0,airplane4-dog2.png,chair,airplane
38,deocder_0,airplane4-elephant1.png,knife,airplane
39,deocder_0,airplane4-keyboard3.png,airplane,airplane
40,deocder_0,airplane4-knife1.png,airplane,airplane
41,deocder_0,airplane4-truck2.png,airplane,airplane
42,deocder_0,airplane5-bear2.png,bicycle,airplane
43,deocder_0,airplane5-bicycle1.png,airplane,airplane
44,deocder_0,airplane5-bird2.png,airplane,airplane
45,deocder_0,airplane5-boat3.png,airplane,airplane
46,deocder_0,airplane5-bottle3.png,airplane,airplane
47,deocder_0,airplane5-chair3.png,airplane,airplane
48,deocder_0,airplane5-dog3.png,cat,airplane
49,deocder_0,airplane5-knife1.png,chair,airplane
50,deocder_0,airplane5-oven3.png,chair,airplane
51,deocder_0,airplane6-bear3.png,knife,airplane
52,deocder_0,airplane6-bottle2.png,airplane,airplane
53,deocder_0,airplane6-chair3.png,airplane,airplane
54,deocder_0,airplane6-keyboard3.png,airplane,airplane
55,deocder_0,airplane6-knife1.png,chair,airplane
56,deocder_0,airplane7-airplane3.png,airplane,airplane
57,deocder_0,airplane7-bird3.png,airplane,airplane
58,deocder_0,airplane7-boat2.png,knife,airplane
59,deocder_0,airplane7-bottle3.png,airplane,airplane
60,deocder_0,airplane7-car1.png,cat,airplane
61,deocder_0,airplane7-cat3.png,airplane,airplane
62,deocder_0,airplane7-clock3.png,truck,airplane
63,deocder_0,airplane7-keyboard1.png,knife,airplane
64,deocder_0,airplane7-truck1.png,airplane,airplane
65,deocder_0,airplane8-bicycle3.png,keyboard,airplane
66,deocder_0,airplane8-bird1.png,knife,airplane
67,deocder_0,airplane8-chair1.png,knife,airplane
68,deocder_0,airplane8-clock2.png,airplane,airplane
69,deocder_0,airplane8-elephant3.png,keyboard,airplane
70,deocder_0,airplane8-oven2.png,chair,airplane
71,deocder_0,airplane8-truck3.png,bicycle,airplane
72,deocder_0,airplane9-airplane2.png,airplane,airplane
73,deocder_0,airplane9-boat1.png,airplane,airplane
74,deocder_0,airplane9-car2.png,airplane,airplane
75,deocder_0,airplane9-clock1.png,airplane,airplane
76,deocder_0,airplane9-keyboard2.png,oven,airplane
77,deocder_0,airplane9-knife3.png,keyboard,airplane
78,deocder_0,airplane9-oven2.png,chair,airplane
79,deocder_0,airplane9-truck1.png,airplane,airplane
80,deocder_0,bear1-airplane3.png,dog,bear
81,deocder_0,bear1-bear3.png,dog,bear
82,deocder_0,bear1-bicycle3.png,bear,bear
83,deocder_0,bear1-bird2.png,bear,bear
84,deocder_0,bear1-chair2.png,bear,bear
85,deocder_0,bear1-clock2.png,bear,bear
86,deocder_0,bear1-elephant1.png,bird,bear
87,deocder_0,bear10-bear2.png,bear,bear
88,deocder_0,bear10-bottle1.png,dog,bear
89,deocder_0,bear10-car2.png,keyboard,bear
90,deocder_0,bear10-cat2.png,cat,bear
91,deocder_0,bear10-chair2.png,boat,bear
92,deocder_0,bear10-clock1.png,elephant,bear
93,deocder_0,bear10-elephant1.png,cat,bear
94,deocder_0,bear10-keyboard3.png,oven,bear
95,deocder_0,bear10-knife2.png,cat,bear
96,deocder_0,bear10-oven1.png,oven,bear
97,deocder_0,bear10-truck1.png,keyboard,bear
98,deocder_0,bear2-airplane1.png,bear,bear
99,deocder_0,bear2-bird3.png,bear,bear
100,deocder_0,bear2-car2.png,cat,bear
101,deocder_0,bear2-cat2.png,bottle,bear
102,deocder_0,bear2-dog1.png,bear,bear
103,deocder_0,bear2-elephant1.png,bottle,bear
104,deocder_0,bear2-keyboard2.png,bear,bear
105,deocder_0,bear2-knife2.png,boat,bear
106,deocder_0,bear2-oven1.png,chair,bear
107,deocder_0,bear3-airplane1.png,bear,bear
108,deocder_0,bear3-bicycle2.png,keyboard,bear
109,deocder_0,bear3-bird3.png,elephant,bear
110,deocder_0,bear3-car2.png,keyboard,bear
111,deocder_0,bear3-cat1.png,bear,bear
112,deocder_0,bear3-chair2.png,truck,bear
113,deocder_0,bear3-dog3.png,cat,bear
114,deocder_0,bear3-keyboard2.png,elephant,bear
115,deocder_0,bear3-truck3.png,elephant,bear
116,deocder_0,bear4-boat2.png,dog,bear
117,deocder_0,bear4-car3.png,cat,bear
118,deocder_0,bear4-cat3.png,oven,bear
119,deocder_0,bear4-clock3.png,cat,bear
120,deocder_0,bear4-elephant2.png,elephant,bear
121,deocder_0,bear4-keyboard3.png,dog,bear
122,deocder_0,bear4-knife1.png,dog,bear
123,deocder_0,bear4-oven2.png,chair,bear
124,deocder_0,bear4-truck3.png,dog,bear
125,deocder_0,bear5-airplane3.png,bear,bear
126,deocder_0,bear5-bicycle3.png,bear,bear
127,deocder_0,bear5-bird1.png,elephant,bear
128,deocder_0,bear5-boat2.png,dog,bear
129,deocder_0,bear5-bottle1.png,dog,bear
130,deocder_0,bear5-chair1.png,bear,bear
131,deocder_0,bear5-oven3.png,dog,bear
132,deocder_0,bear6-bear1.png,cat,bear
133,deocder_0,bear6-bird2.png,cat,bear
134,deocder_0,bear6-boat3.png,boat,bear
135,deocder_0,bear6-bottle3.png,keyboard,bear
136,deocder_0,bear6-car2.png,airplane,bear
137,deocder_0,bear6-cat3.png,cat,bear
138,deocder_0,bear6-chair1.png,chair,bear
139,deocder_0,bear6-clock1.png,dog,bear
140,deocder_0,bear7-bear2.png,bear,bear
141,deocder_0,bear7-bicycle2.png,elephant,bear
142,deocder_0,bear7-clock1.png,elephant,bear
143,deocder_0,bear7-dog3.png,dog,bear
144,deocder_0,bear7-oven3.png,truck,bear
145,deocder_0,bear7-truck1.png,bear,bear
146,deocder_0,bear8-airplane1.png,bear,bear
147,deocder_0,bear8-bear1.png,bear,bear
148,deocder_0,bear8-bicycle3.png,bear,bear
149,deocder_0,bear8-boat2.png,bear,bear
150,deocder_0,bear8-bottle1.png,dog,bear
151,deocder_0,bear8-dog1.png,bear,bear
152,deocder_0,bear8-elephant2.png,dog,bear
153,deocder_0,bear8-knife3.png,elephant,bear
154,deocder_0,bear8-truck3.png,elephant,bear
155,deocder_0,bear9-boat2.png,bear,bear
156,deocder_0,bear9-bottle2.png,bear,bear
157,deocder_0,bear9-dog1.png,cat,bear
158,deocder_0,bear9-keyboard3.png,bear,bear
159,deocder_0,bear9-knife2.png,boat,bear
160,deocder_0,bicycle1-airplane2.png,bicycle,bicycle
161,deocder_0,bicycle1-bear1.png,bicycle,bicycle
162,deocder_0,bicycle1-bicycle3.png,bicycle,bicycle
163,deocder_0,bicycle1-bird1.png,boat,bicycle
164,deocder_0,bicycle1-boat3.png,bicycle,bicycle
165,deocder_0,bicycle1-bottle3.png,bicycle,bicycle
166,deocder_0,bicycle1-chair1.png,bicycle,bicycle
167,deocder_0,bicycle1-clock3.png,bicycle,bicycle
168,deocder_0,bicycle1-dog3.png,bicycle,bicycle
169,deocder_0,bicycle1-elephant2.png,keyboard,bicycle
170,deocder_0,bicycle1-knife3.png,bicycle,bicycle
171,deocder_0,bicycle1-oven1.png,bicycle,bicycle
172,deocder_0,bicycle1-truck1.png,bicycle,bicycle
173,deocder_0,bicycle10-airplane2.png,bicycle,bicycle
174,deocder_0,bicycle10-boat3.png,bicycle,bicycle
175,deocder_0,bicycle10-clock2.png,bicycle,bicycle
176,deocder_0,bicycle10-dog3.png,bird,bicycle
177,deocder_0,bicycle10-elephant2.png,bottle,bicycle
178,deocder_0,bicycle2-bicycle1.png,knife,bicycle
179,deocder_0,bicycle2-bird3.png,bicycle,bicycle
180,deocder_0,bicycle2-bottle1.png,knife,bicycle
181,deocder_0,bicycle2-car2.png,knife,bicycle
182,deocder_0,bicycle2-dog1.png,knife,bicycle
183,deocder_0,bicycle2-keyboard2.png,bicycle,bicycle
184,deocder_0,bicycle2-knife2.png,knife,bicycle
185,deocder_0,bicycle3-bird1.png,knife,bicycle
186,deocder_0,bicycle3-elephant2.png,bicycle,bicycle
187,deocder_0,bicycle3-keyboard1.png,bicycle,bicycle
188,deocder_0,bicycle3-oven3.png,chair,bicycle
189,deocder_0,bicycle3-truck3.png,bicycle,bicycle
190,deocder_0,bicycle4-airplane1.png,bicycle,bicycle
191,deocder_0,bicycle4-bicycle3.png,bicycle,bicycle
192,deocder_0,bicycle4-boat1.png,bicycle,bicycle
193,deocder_0,bicycle4-bottle1.png,bicycle,bicycle
194,deocder_0,bicycle4-car2.png,bicycle,bicycle
195,deocder_0,bicycle4-cat1.png,bicycle,bicycle
196,deocder_0,bicycle4-chair2.png,bicycle,bicycle
197,deocder_0,bicycle4-clock3.png,bicycle,bicycle
198,deocder_0,bicycle4-keyboard3.png,bicycle,bicycle
199,deocder_0,bicycle4-knife3.png,bicycle,bicycle
