unique_img,airplane,bear,bicycle,bird,boat,bottle,car,cat,chair,clock,dog,elephant,keyboard,knife,oven,truck
airplane1.png,0.8123062700033188,0.0035632801591418684,0.010600472567602992,0.0348541303537786,0.01735981460660696,0.005115953739732504,0.005461823311634362,0.013091381173580885,0.013070572866126895,0.023668220732361078,0.004329407587647438,0.006774063454940915,0.01365990866906941,0.02299495763145387,0.006259500980377197,0.006890203338116407
airplane10.png,0.5844812318682671,0.01658944832161069,0.018194412346929312,0.07606735918670893,0.038425910752266645,0.006904711131937802,0.03376140887849033,0.052021414041519165,0.013595744501799345,0.012129212263971567,0.033504657447338104,0.01045658194925636,0.024447700241580606,0.03545774146914482,0.009715445223264396,0.034247083123773336
airplane2.png,0.5141885876655579,0.005599700496532023,0.02744826814159751,0.043574470560997725,0.06139778345823288,0.009327041916549206,0.028023706283420324,0.008740516612306237,0.0464932294562459,0.025430661626160145,0.019466334721073508,0.007865684106945992,0.041567391250282526,0.11859182827174664,0.01726209814660251,0.025022713001817465
airplane3.png,0.8134578466415405,0.00441996322479099,0.005113150924444199,0.04914750065654516,0.01608147518709302,0.0034497203305363655,0.008205292164348066,0.033608326222747564,0.007175462553277612,0.008526972844265401,0.008255014661699533,0.0035872999869752675,0.006213974382262677,0.01790241780690849,0.0028657347429543734,0.01198983658105135
airplane4.png,0.5318628773093224,0.015306869288906455,0.02336315019056201,0.061264322604984045,0.05479286191985011,0.008055020240135491,0.03362251492217183,0.05910822469741106,0.037787575740367174,0.011589477537199855,0.02539181523025036,0.013659429969266057,0.029495421331375837,0.02633014041930437,0.017372566042467952,0.05099774058908224
airplane5.png,0.7020988613367081,0.005693651153706014,0.013585047563537955,0.020063582342118025,0.03395652072504163,0.01134625356644392,0.010347098927013576,0.022988369455561042,0.02146706054918468,0.03695101570338011,0.01319777057506144,0.009289559908211231,0.02266161679290235,0.048578035552054644,0.013855431694537401,0.013920150930061936
airplane6.png,0.6659666001796722,0.01758015062659979,0.01715669292025268,0.09614382777363062,0.014695489779114723,0.005193696822971106,0.027971677482128143,0.02515101619064808,0.013343080412596464,0.01072993059642613,0.016088250558823347,0.010812852531671524,0.01683998922817409,0.02599673578515649,0.011300950311124325,0.025029004085808992
airplane7.png,0.5492358505725861,0.021218820475041866,0.018695142352953553,0.05054610315710306,0.02637325320392847,0.011925304308533669,0.046888405457139015,0.02549556316807866,0.025693220552057028,0.021604500245302916,0.020065320655703545,0.017228578682988882,0.0359663930721581,0.042524928227066994,0.02244522888213396,0.06409337650984526
airplane8.png,0.5675758942961693,0.011995245469734073,0.016422184417024255,0.03906378149986267,0.04301112378016114,0.00783354276791215,0.019673554226756096,0.040647659450769424,0.023022059351205826,0.01954367896541953,0.022658937145024538,0.009136029053479433,0.038515360094606876,0.07726759370416403,0.015102778910659254,0.04853057488799095
airplane9.png,0.6115036010742188,0.0037037808215245605,0.02304153051227331,0.008773154928348958,0.046824056189507246,0.006743145175278187,0.014478946570307016,0.014089924050495028,0.04007057659327984,0.015248843003064394,0.008832986932247877,0.006875940482132137,0.07189382426440716,0.06604546867311001,0.021189727121964097,0.040684536565095186
bear1.png,0.002404957660473883,0.8245956897735596,0.0016510100977029651,0.027890140656381845,0.004925633926177397,0.0041079779039137065,0.022592515451833606,0.03751003369688988,0.0012226573599036783,0.0053009685361757874,0.02831351337954402,0.017170550534501672,0.0055179374176077545,0.002944580977782607,0.004288862721296027,0.00956298055825755
bear10.png,0.015199006767943501,0.3130115494132042,0.01583066303282976,0.0996046680957079,0.06673671025782824,0.012340368703007698,0.09486136585474014,0.10372936073690653,0.0071828425861895084,0.02296388102695346,0.04455198813229799,0.09979936480522156,0.01363559253513813,0.025280821602791548,0.02715905662626028,0.038112749345600605
bear2.png,0.005417865060735494,0.5212671086192131,0.0019919603946618736,0.028907146770507097,0.010959008825011551,0.005398366833105683,0.03471727855503559,0.14768281392753124,0.0052019357099197805,0.009807929629459977,0.12337125651538372,0.03628730867058039,0.005935690947808325,0.0032630954519845545,0.02919116709381342,0.03060005814768374
bear3.png,0.004322760214563459,0.22119087725877762,0.007096027838997543,0.004558923654258251,0.014288808451965451,0.003641455667093396,0.03182266000658274,0.014970646239817142,0.006411456852219999,0.010848840698599815,0.05488709453493357,0.535964846611023,0.010905687347985804,0.011453516082838178,0.01878290716558695,0.04885346535593271
