unique_img,airplane,bear,bicycle,bird,boat,bottle,car,cat,chair,clock,dog,elephant,keyboard,knife,oven,truck
airplane1.png,0.9358498454093933,0.0007689725607633591,0.005170405376702547,0.012575280852615833,0.011956683360040188,0.0009087342186830938,0.0034836905542761087,0.0017932631308212876,0.01239814329892397,0.004838106222450733,0.0019601068925112486,0.0015023358864709735,0.0025148498825728893,0.00299092591740191,0.0007021601195447147,0.0005866611027158797
airplane10.png,0.9560152292251587,0.0004528527788352221,0.0017257938161492348,0.0022991159930825233,0.01632610708475113,0.0006078746519051492,0.006415138952434063,0.0006427495973184705,0.003017551964148879,0.0002381349913775921,0.0024687270633876324,0.00021426887542475015,0.0006313049816526473,0.0016324372263625264,0.001250677858479321,0.006061960943043232
airplane2.png,0.9294432997703552,0.0011456346837803721,0.010665223933756351,0.0043956683948636055,0.010355748236179352,0.0010439327452331781,0.004374553449451923,0.0006471339147537947,0.003088192781433463,0.0018607150996103883,0.001104516675695777,0.0006118454039096832,0.0020737950690090656,0.017201490700244904,0.003026597900316119,0.008961592800915241
airplane3.png,0.8146541118621826,0.0012320615351200104,0.004948103334754705,0.11804687231779099,0.01134667918086052,0.0011657028226181865,0.0021771476604044437,0.0013317278353497386,0.020999828353524208,0.0018552688416093588,0.006105560343712568,0.0022960123606026173,0.0019107117550447583,0.008680465631186962,0.0020623202435672283,0.0011874716728925705
airplane4.png,0.9586158990859985,0.000691243854817003,0.0025536164175719023,0.0051302299834787846,0.006946518085896969,0.002086726715788245,0.003075276967138052,0.0006302720867097378,0.006643789354711771,0.00024283750099129975,0.0008917923551052809,0.00032872584415599704,0.0010814372217282653,0.0024191406555473804,0.001000220887362957,0.007662212010473013
airplane5.png,0.9779892563819885,0.00043188492418266833,0.0012461479054763913,0.0031207508873194456,0.00227746507152915,0.0003546802909113467,0.001985604176297784,0.0005952065112069249,0.0027381693944334984,0.0009078715229406953,0.0004915455938316882,0.00046958524035289884,0.0003076195134781301,0.0046937549486756325,0.0007927134865894914,0.00159773591440171
airplane6.png,0.991943359375,6.827858305769041e-05,0.0006068394286558032,0.0015649811830371618,0.0005283078644424677,8.030259050428867e-05,0.0005486396257765591,0.00016130182484630495,0.0020499122329056263,0.0002622747852001339,0.00027502732700668275,8.262316259788349e-05,0.00015106372302398086,0.0011799935018643737,0.00026138537214137614,0.000235722356592305
airplane7.png,0.9725491404533386,0.000670196081046015,0.00227180658839643,0.0030622188933193684,0.001876773196272552,0.0004475667083170265,0.0012822395656257868,0.0006207700353115797,0.004709277302026749,0.0004819115565624088,0.0011573617812246084,0.00036910208291374147,0.0025239442475140095,0.003191414987668395,0.001460342202335596,0.003325927071273327
airplane8.png,0.9843215942382812,0.0004391130350995809,0.0016052264254540205,0.0019146646372973919,0.0024177120067179203,0.0004883118672296405,0.0010043405927717686,0.0005574338138103485,0.0010592681355774403,0.0002483115531504154,0.0003237407363485545,0.0001405242073815316,0.0004488471313379705,0.002582173328846693,0.0005876192008145154,0.0018613301217556
airplane9.png,0.942643404006958,0.0004371014074422419,0.00625706696882844,0.001785382512025535,0.008558785542845726,0.001328440266661346,0.004312919452786446,0.0015192382270470262,0.013704069890081882,0.0015608527464792132,0.0018691227305680513,0.00036634053685702384,0.0014851833693683147,0.001975500723347068,0.0022412824910134077,0.009955319575965405
bear1.png,0.007885034196078777,0.5155168771743774,0.010914454236626625,0.02656695805490017,0.043949779123067856,0.021465817466378212,0.014682585373520851,0.04448879882693291,0.010860634036362171,0.014011058956384659,0.09310643374919891,0.12547942996025085,0.018242137506604195,0.020414497703313828,0.018122028559446335,0.014293416403234005
bear10.png,0.006788737140595913,0.24869562685489655,0.006530451588332653,0.06288670748472214,0.02854139730334282,0.011008808389306068,0.017706401646137238,0.39669111371040344,0.006208041682839394,0.005705554038286209,0.10828652232885361,0.030876703560352325,0.012707219459116459,0.009081797674298286,0.028270332142710686,0.02001458778977394
bear2.png,2.1904565073782578e-05,0.9901983737945557,4.5840934035368264e-05,0.0002942314022220671,0.0003241797094233334,0.0001427333045285195,6.153096910566092e-05,0.0004955802578479052,6.908295472385362e-05,3.265794293838553e-05,0.0004215078370179981,0.007403494790196419,0.00011725289368769154,7.277523400261998e-05,6.067200592951849e-05,0.00023810481070540845
bear3.png,0.001268959604203701,0.8641582727432251,0.0009116207947954535,0.005333702079951763,0.0009434829116798937,0.0008325441740453243,0.00519843865185976,0.001687315758317709,0.0019117012852802873,0.002019218634814024,0.00647599995136261,0.09774955362081528,0.00194252107758075,0.0010505912359803915,0.003482263535261154,0.0050338865257799625
bear4.png,0.00030978029826655984,0.9327905774116516,0.0013173103798180819,0.0046414341777563095,0.002510676858946681,0.0031641493551433086,0.0014415474142879248,0.012538728304207325,0.0018435921519994736,0.0008347572875209153,0.007120324298739433,0.024760333821177483,0.0023126837331801653,0.0007770174997858703,0.0016077414620667696,0.0020293164998292923
bear5.png,0.00011488777090562508,0.9840302467346191,0.0001623816933715716,0.0011161246802657843,0.00040830287616699934,0.0006574543658643961,0.0002603157772682607,0.0020418083295226097,0.0004096809134352952,0.00025961961364373565,0.0011776804458349943,0.007214442826807499,0.0006967873778194189,0.0008351614233106375,0.0002781640796456486,0.00033687156974337995
bear6.png,0.0025573987513780594,0.13307641446590424,0.01588582433760166,0.1335425227880478,0.028553344309329987,0.009349367581307888,0.011041934601962566,0.3447965979576111,0.006174995098263025,0.019614700227975845,0.04742814227938652,0.21944206953048706,0.009119338355958462,0.0074450671672821045,0.005636849440634251,0.006335442885756493
bear7.png,0.0008555030799470842,0.8347809910774231,0.002044987166300416,0.007872835732996464,0.01281033642590046,0.005818807985633612,0.002820245921611786,0.011299380101263523,0.007437203079462051,0.0013891769340261817,0.012711189687252045,0.0781903862953186,0.004641857463866472,0.004140309523791075,0.006956395227462053,0.00623041158542037
bear8.png,9.772515477379784e-05,0.9860873818397522,0.0007125308620743454,0.0008215094567276537,0.0008300133049488068,0.0007723728776909411,0.00018691299192141742,0.003216480603441596,0.000651237613055855,0.00034691457403823733,0.001105342642404139,0.0028832056559622288,0.0005091968923807144,0.0005916125955991447,0.0005753310397267342,0.0006122425547800958
bear9.png,0.0006864116876386106,0.83750319480896,0.0009979828028008342,0.0028843488544225693,0.005617295391857624,0.002436134498566389,0.0032488808501511812,0.0070358095690608025,0.0011041787220165133,0.001109422999434173,0.07918237149715424,0.04635858163237572,0.0016592093743383884,0.0016205590218305588,0.00483968760818243,0.0037158464547246695
bicycle1.png,0.000196605731616728,0.00012663700908888131,0.9959895014762878,0.00010763206228148192,0.000243068061536178,0.00013539371138904244,0.0001929571881191805,0.00013407219375949353,0.0010320121655240655,0.0004546103300526738,0.00020893594773951918,8.533882646588609e-05,8.214903209591284e-05,0.00011791592260124162,0.0002832648460753262,0.0006100598839111626
bicycle10.png,0.003802194260060787,0.0021478740964084864,0.9310559034347534,0.00420029740780592,0.008722761645913124,0.005506778135895729,0.00530678266659379,0.002825463190674782,0.004030631855130196,0.01623375341296196,0.0050268289633095264,0.0010239612311124802,0.003279258031398058,0.0025383352767676115,0.001930711790919304,0.002368401736021042
bicycle2.png,0.07263099402189255,0.010089960880577564,0.33848875761032104,0.030967675149440765,0.03460568189620972,0.01289633009582758,0.08600761741399765,0.0350060760974884,0.09339360892772675,0.09911160916090012,0.02790590189397335,0.010823172517120838,0.04543081298470497,0.02534278854727745,0.0248333178460598,0.05246559530496597
bicycle3.png,0.0014844744000583887,0.0009993977146223187,0.963533878326416,0.0014555045636370778,0.0035631684586405754,0.0029631529469043016,0.002872769720852375,0.0019867769442498684,0.0023263324983417988,0.0025897175073623657,0.0022888609673827887,0.0007782088941894472,0.0005858985823579133,0.0021214832086116076,0.0011045631254091859,0.009345843456685543
bicycle4.png,0.0008809799910522997,0.0002760327479336411,0.9856351613998413,0.0020683258771896362,0.0003688006545417011,0.00022297519899439067,0.00039206622750498354,0.0002848582807928324,0.003667646087706089,0.0006196774775162339,0.0013213874772191048,0.00024720089277252555,0.00023457671341020614,0.000899733102414757,0.0010447015520185232,0.0018359343521296978
